^SPX (Standard & Poors 500 Index),2878.99,-16.78
Apr 09 2019 @ 11:09 ET,Bid,2878.64,Ask,2879.5,Size,1x1,Vol,
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int,Strike,Puts,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int
05/17/2019,SPXW190517C02660000,0,0,226.5,228.5,0,0.1881,0.9074,0.0009,36,2660.000,SPXW190517P02660000,0,0,7.5,7.7,0,0.1887,-0.0907,0.0009,88
05/17/2019,SPX190517C02665000,0,0,221.6,223.6,0,0.1857,0.9058,0.001,32,2665.000,SPX190517P02665000,0,0,7.6,7.8,0,0.1867,-0.0928,0.001,1680
05/17/2019,SPXW190517C02665000,0,0,221.9,223.8,0,0.1869,0.9036,0.001,9,2665.000,SPXW190517P02665000,0,0,7.8,8,0,0.1873,-0.0943,0.001,416
05/17/2019,SPX190517C02670000,216.7,-14,216.8,218.8,666,0.1836,0.903,0.001,1750,2670.000,SPX190517P02670000,7.78,1.38,7.8,8.1,1,0.185,-0.0961,0.001,1437
05/17/2019,SPXW190517C02670000,0,0,217.2,219.1,0,0.1854,0.9,0.001,40,2670.000,SPXW190517P02670000,0,0,8,8.3,0,0.1855,-0.0975,0.001,442
05/17/2019,SPX190517C02675000,0,0,212.2,214.2,0,0.1826,0.8987,0.001,287,2675.000,SPX190517P02675000,8.2,1.6,8.2,8.3,22,0.1834,-0.0997,0.001,16114
05/17/2019,SPXW190517C02675000,0,0,212.5,214.4,0,0.1838,0.8965,0.001,41,2675.000,SPXW190517P02675000,0,0,8.3,8.5,0,0.1836,-0.1008,0.001,647
05/17/2019,SPX190517C02680000,0,0,207.5,209.5,0,0.181,0.895,0.0011,242,2680.000,SPX190517P02680000,8.31,1.41,8.4,8.6,1,0.1816,-0.1031,0.0011,4217
05/17/2019,SPXW190517C02680000,0,0,207.8,209.7,0,0.1821,0.8928,0.0011,7,2680.000,SPXW190517P02680000,0,0,8.6,8.8,0,0.182,-0.1046,0.0011,240
05/17/2019,SPX190517C02685000,0,0,202.8,204.8,0,0.1793,0.8913,0.0011,41,2685.000,SPX190517P02685000,8,0.9,8.7,8.9,1,0.1799,-0.107,0.0011,324
05/17/2019,SPXW190517C02685000,0,0,203.2,205.1,0,0.1809,0.8884,0.0011,23,2685.000,SPXW190517P02685000,0,0,8.9,9.1,0,0.1803,-0.1084,0.0011,195
05/17/2019,SPX190517C02690000,0,0,198.1,200.1,0,0.1775,0.8874,0.0011,110,2690.000,SPX190517P02690000,8.89,1.54,9,9.2,2,0.1782,-0.1109,0.0011,1874
05/17/2019,SPXW190517C02690000,0,0,198.5,200.3,0,0.1788,0.8849,0.0011,32,2690.000,SPXW190517P02690000,0,0,9.2,9.4,0,0.1786,-0.1123,0.0011,210
05/17/2019,SPX190517C02695000,0,0,193.5,195.5,0,0.1762,0.8829,0.0012,1,2695.000,SPX190517P02695000,0,0,9.3,9.5,0,0.1764,-0.1148,0.0012,2054
05/17/2019,SPXW190517C02695000,0,0,193.8,195.7,0,0.1772,0.8807,0.0012,87,2695.000,SPXW190517P02695000,0,0,9.5,9.7,0,0.1768,-0.1162,0.0012,196
05/17/2019,SPX190517C02700000,190.1,-12.15,188.8,190.7,1,0.174,0.8792,0.0012,5177,2700.000,SPX190517P02700000,9.9,2,9.6,9.9,181,0.1748,-0.1192,0.0012,33124
05/17/2019,SPXW190517C02700000,0,0,189.1,191,0,0.1752,0.8768,0.0012,91,2700.000,SPXW190517P02700000,0,0,9.9,10.1,0,0.1754,-0.121,0.0012,812
05/17/2019,SPX190517C02705000,0,0,184.2,186.1,0,0.1725,0.8745,0.0013,553,2705.000,SPX190517P02705000,9.6,1.4,10,10.2,2,0.1731,-0.1237,0.0013,2500
05/17/2019,SPXW190517C02705000,0,0,184.6,186.4,0,0.1739,0.8717,0.0013,12,2705.000,SPXW190517P02705000,0,0,10.2,10.4,0,0.1734,-0.1251,0.0013,118
05/17/2019,SPX190517C02710000,0,0,179.5,181.4,0,0.1704,0.8703,0.0013,110,2710.000,SPX190517P02710000,10.7,2.25,10.3,10.6,1,0.1713,-0.1283,0.0013,6156
05/17/2019,SPXW190517C02710000,0,0,179.9,181.7,0,0.1718,0.8676,0.0013,71,2710.000,SPXW190517P02710000,0,0,10.6,10.8,0,0.1719,-0.13,0.0013,502
05/17/2019,SPX190517C02715000,176.7,-11.45,175,177,2,0.1696,0.8644,0.0014,211,2715.000,SPX190517P02715000,10.25,1.45,10.7,10.9,3,0.1695,-0.133,0.0014,1514
05/17/2019,SPXW190517C02715000,0,0,175.3,177.1,0,0.1701,0.8627,0.0014,99,2715.000,SPXW190517P02715000,0,0,11,11.2,0,0.1703,-0.135,0.0014,273
05/17/2019,SPX190517C02720000,0,0,170.3,172.2,0,0.1671,0.8604,0.0014,75,2720.000,SPX190517P02720000,10.79,1.69,11.1,11.3,1,0.1678,-0.1381,0.0014,1240
05/17/2019,SPXW190517C02720000,0,0,170.8,172.5,0,0.1686,0.8573,0.0014,675,2720.000,SPXW190517P02720000,0,0,11.4,11.6,0,0.1686,-0.1401,0.0014,567
05/17/2019,SPX190517C02725000,0,0,165.7,167.6,0,0.1653,0.8552,0.0015,3500,2725.000,SPX190517P02725000,11.8,2.4,11.5,11.8,19,0.1663,-0.1436,0.0015,32192
05/17/2019,SPXW190517C02725000,0,0,166.1,168,0,0.1668,0.8522,0.0015,83,2725.000,SPXW190517P02725000,0,0,11.8,12,0,0.1668,-0.1452,0.0015,701
05/17/2019,SPX190517C02730000,0,0,161.3,163.1,0,0.1641,0.849,0.0015,149,2730.000,SPX190517P02730000,11.67,1.87,11.9,12.2,7,0.1644,-0.1489,0.0015,5658
05/17/2019,SPXW190517C02730000,0,0,161.6,163.4,0,0.1651,0.8467,0.0015,213,2730.000,SPXW190517P02730000,12.1,2.1,12.2,12.5,5,0.1651,-0.1509,0.0015,1227
05/17/2019,SPX190517C02735000,161.45,-8.2,156.9,158.7,1,0.163,0.8424,0.0016,136,2735.000,SPX190517P02735000,12.65,2.45,12.4,12.7,10,0.1629,-0.155,0.0016,801
05/17/2019,SPXW190517C02735000,0,0,157.1,158.9,0,0.1635,0.8407,0.0016,131,2735.000,SPXW190517P02735000,12.25,1.85,12.7,12.9,20,0.1634,-0.1566,0.0016,355
05/17/2019,SPX190517C02740000,0,0,152.4,154.2,0,0.1614,0.8363,0.0016,238,2740.000,SPX190517P02740000,13.15,2.6,12.9,13.1,1,0.1611,-0.1609,0.0016,1211
05/17/2019,SPXW190517C02740000,0,0,152.7,154.4,0,0.162,0.8343,0.0016,160,2740.000,SPXW190517P02740000,12.9,2.1,13.1,13.4,33,0.1616,-0.1625,0.0016,794
05/17/2019,SPX190517C02745000,152.3,-8.25,147.9,149.7,1,0.1596,0.83,0.0017,182,2745.000,SPX190517P02745000,13.64,2.64,13.3,13.6,4,0.1592,-0.1669,0.0017,570
05/17/2019,SPXW190517C02745000,0,0,148.1,149.9,0,0.1601,0.8284,0.0017,180,2745.000,SPXW190517P02745000,13.28,2.08,13.6,13.9,22,0.1599,-0.1688,0.0017,262
05/17/2019,SPX190517C02750000,148.1,-7.85,143.4,145.2,10,0.1578,0.8236,0.0017,7079,2750.000,SPX190517P02750000,14,2.6,13.9,14.2,4450,0.1579,-0.174,0.0017,21223
05/17/2019,SPXW190517C02750000,0,0,143.8,145.4,0,0.1586,0.8215,0.0017,179,2750.000,SPXW190517P02750000,14.15,2.55,14.2,14.4,7,0.1583,-0.1755,0.0017,13199
05/17/2019,SPX190517C02755000,0,0,138.9,140.6,0,0.1557,0.8174,0.0018,72,2755.000,SPX190517P02755000,0,0,14.4,14.7,0,0.156,-0.1806,0.0018,239
05/17/2019,SPXW190517C02755000,0,0,139.4,140.9,0,0.1569,0.8147,0.0018,78,2755.000,SPXW190517P02755000,0,0,14.7,15,0,0.1566,-0.1824,0.0018,120
05/17/2019,SPX190517C02760000,0,0,134.5,136.2,0,0.154,0.8101,0.0019,671,2760.000,SPX190517P02760000,14.38,2.08,15,15.3,15,0.1544,-0.1879,0.0019,2584
05/17/2019,SPXW190517C02760000,0,0,135,136.6,0,0.1554,0.8072,0.0019,77,2760.000,SPXW190517P02760000,15.2,2.65,15.3,15.6,15,0.155,-0.1897,0.0019,162
05/17/2019,SPX190517C02765000,132.45,-9.85,130.1,131.8,5,0.1523,0.8027,0.0019,883,2765.000,SPX190517P02765000,15.05,2.25,15.6,15.9,5,0.1527,-0.1954,0.0019,1211
05/17/2019,SPXW190517C02765000,0,0,130.5,132.1,0,0.1533,0.8003,0.0019,109,2765.000,SPXW190517P02765000,0,0,15.9,16.2,0,0.1533,-0.1971,0.0019,168
05/17/2019,SPX190517C02770000,0,0,125.8,127.5,0,0.1509,0.7945,0.002,146,2770.000,SPX190517P02770000,15.23,1.93,16.2,16.5,677,0.1509,-0.2031,0.002,1406
05/17/2019,SPXW190517C02770000,0,0,126.1,127.7,0,0.1514,0.7928,0.002,298,2770.000,SPXW190517P02770000,16.3,2.7,16.5,16.8,10,0.1515,-0.2048,0.002,258
05/17/2019,SPX190517C02775000,122.55,-10.75,121.5,123.2,11,0.1493,0.7862,0.0021,9473,2775.000,SPX190517P02775000,16.09,2.29,16.8,17.1,235,0.149,-0.211,0.0021,16010
05/17/2019,SPXW190517C02775000,0,0,121.9,123.4,0,0.15,0.7842,0.0021,452,2775.000,SPXW190517P02775000,17.2,3.1,17.2,17.5,5,0.1499,-0.2132,0.0021,1977
05/17/2019,SPX190517C02780000,0,0,117.2,118.9,0,0.1476,0.7776,0.0022,857,2780.000,SPX190517P02780000,16.82,2.42,17.5,17.8,5,0.1474,-0.2196,0.0022,8088
05/17/2019,SPXW190517C02780000,0,0,117.5,119.1,0,0.1481,0.776,0.0022,921,2780.000,SPXW190517P02780000,18.3,3.6,17.9,18.2,15,0.1482,-0.2217,0.0021,350
05/17/2019,SPX190517C02785000,0,0,112.9,114.5,0,0.1456,0.7692,0.0022,820,2785.000,SPX190517P02785000,0,0,18.2,18.6,0,0.1458,-0.2286,0.0022,1858
05/17/2019,SPXW190517C02785000,114.28,-10.42,113.3,114.9,5,0.1466,0.7668,0.0022,237,2785.000,SPXW190517P02785000,0,0,18.6,18.9,0,0.1464,-0.2304,0.0022,395
05/17/2019,SPX190517C02790000,0,0,108.6,110.1,0,0.1435,0.7605,0.0023,293,2790.000,SPX190517P02790000,17.96,2.36,19,19.3,1,0.1441,-0.2379,0.0023,1639
05/17/2019,SPXW190517C02790000,110.07,-10.48,109.1,110.6,5,0.1448,0.7577,0.0023,934,2790.000,SPXW190517P02790000,0,0,19.4,19.7,0,0.1449,-0.2399,0.0023,461
05/17/2019,SPX190517C02795000,0,0,104.4,106,0,0.1419,0.7505,0.0024,16,2795.000,SPX190517P02795000,20.06,3.76,19.8,20.1,145,0.1424,-0.2476,0.0024,618
05/17/2019,SPXW190517C02795000,0,0,105.4,105.8,0,0.1429,0.7483,0.0024,162,2795.000,SPXW190517P02795000,20,3.4,20.2,20.5,3,0.1432,-0.2496,0.0024,340
05/17/2019,SPX190517C02800000,100,-11.55,100.3,101.9,2,0.1404,0.7401,0.0025,12557,2800.000,SPX190517P02800000,20.84,3.84,20.6,21,808,0.1408,-0.2578,0.0025,27135
05/17/2019,SPXW190517C02800000,100.8,-11.05,101.3,101.7,1,0.1413,0.738,0.0025,903,2800.000,SPXW190517P02800000,20.2,2.9,21,21.3,58,0.1413,-0.2595,0.0025,2369
05/17/2019,SPX190517C02805000,0,0,96.4,97.8,0,0.1391,0.729,0.0025,176,2805.000,SPX190517P02805000,21.65,3.95,21.5,21.8,44,0.139,-0.2683,0.0026,499
05/17/2019,SPXW190517C02805000,0,0,97.2,97.6,0,0.1397,0.7274,0.0025,330,2805.000,SPXW190517P02805000,21.7,3.7,21.9,22.2,3,0.1397,-0.2701,0.0025,339
05/17/2019,SPX190517C02810000,92.4,-10.7,92.2,93.7,13,0.1371,0.7183,0.0026,5073,2810.000,SPX190517P02810000,22.55,4.1,22.4,22.7,6,0.1372,-0.2792,0.0026,972
05/17/2019,SPXW190517C02810000,0,0,93.1,93.5,0,0.1379,0.7166,0.0026,1020,2810.000,SPXW190517P02810000,22.9,4.1,22.8,23.1,30,0.1379,-0.281,0.0026,295
05/17/2019,SPX190517C02815000,89.42,-9.48,88.2,89.6,1,0.1354,0.7069,0.0027,768,2815.000,SPX190517P02815000,23.05,3.8,23.4,23.7,1,0.1356,-0.2909,0.0027,1034
05/17/2019,SPXW190517C02815000,89.1,-10.2,89.1,89.5,3,0.1362,0.7051,0.0027,241,2815.000,SPXW190517P02815000,23.85,4.25,23.8,24.1,1,0.1363,-0.2925,0.0027,174
05/17/2019,SPX190517C02820000,0,0,84.3,85.7,0,0.1339,0.6947,0.0028,913,2820.000,SPX190517P02820000,24.5,4.4,24.4,24.7,46,0.1339,-0.3028,0.0028,1491
05/17/2019,SPXW190517C02820000,85.7,-9.5,85.1,85.5,8,0.1344,0.6933,0.0028,2167,2820.000,SPXW190517P02820000,25.5,5.05,24.8,25.1,15,0.1345,-0.3044,0.0028,104
05/17/2019,SPX190517C02825000,0,0,80.3,81.6,0,0.1318,0.6826,0.0029,17342,2825.000,SPX190517P02825000,25.7,4.75,25.4,25.8,1,0.1321,-0.3152,0.0029,12159
05/17/2019,SPXW190517C02825000,83.5,-7.6,81.2,81.6,8,0.1328,0.6808,0.0029,299,2825.000,SPXW190517P02825000,25.45,4.1,25.9,26.2,33,0.1329,-0.3169,0.0029,365
05/17/2019,SPX190517C02830000,0,0,76.5,77.9,0,0.1304,0.6692,0.003,607,2830.000,SPX190517P02830000,25.1,3.2,26.5,26.9,60,0.1304,-0.3282,0.003,1276
05/17/2019,SPXW190517C02830000,78.9,-8.2,77.4,77.7,4,0.1311,0.6678,0.003,1090,2830.000,SPXW190517P02830000,25.95,3.65,27,27.3,43,0.1312,-0.3297,0.003,229
05/17/2019,SPX190517C02835000,73.25,-9.35,72.7,74,2,0.1286,0.6558,0.0031,548,2835.000,SPX190517P02835000,27.82,4.97,27.7,28.1,2,0.1287,-0.3418,0.0031,873
05/17/2019,SPXW190517C02835000,0,0,73.6,73.9,0,0.1294,0.6543,0.003,93,2835.000,SPXW190517P02835000,28.5,5.2,28.2,28.5,1,0.1295,-0.3433,0.003,196
05/17/2019,SPX190517C02840000,72.4,-6.25,69,70.3,1,0.1271,0.6415,0.0032,704,2840.000,SPX190517P02840000,27.9,3.95,29,29.3,3,0.1271,-0.3559,0.0032,783
05/17/2019,SPXW190517C02840000,70.1,-9,69.8,70.2,9,0.1277,0.6403,0.0031,400,2840.000,SPXW190517P02840000,30.2,5.9,29.4,29.7,16,0.1277,-0.3571,0.0031,70
05/17/2019,SPX190517C02845000,65.39,-9.26,65.2,66.6,1,0.1252,0.6271,0.0032,8338,2845.000,SPX190517P02845000,29.85,4.8,30.3,30.6,1,0.1254,-0.3706,0.0032,448
05/17/2019,SPXW190517C02845000,0,0,66.2,66.5,0,0.1261,0.6257,0.0032,109,2845.000,SPXW190517P02845000,0,0,30.8,31.1,0,0.1263,-0.3719,0.0032,228
05/17/2019,SPX190517C02850000,62.3,-8.55,61.7,62.9,1397,0.1235,0.6118,0.0033,28242,2850.000,SPX190517P02850000,32,5.85,31.6,31.8,2716,0.1233,-0.3855,0.0033,11764
05/17/2019,SPXW190517C02850000,62.7,-8.7,62.6,62.9,10,0.1244,0.6106,0.0033,514,2850.000,SPXW190517P02850000,0,0,32.1,32.5,0,0.1245,-0.3869,0.0033,229
05/17/2019,SPX190517C02855000,0,0,58.5,59.1,0,0.122,0.5959,0.0034,463,2855.000,SPX190517P02855000,0,0,33.1,33.5,0,0.1221,-0.4016,0.0034,990
05/17/2019,SPXW190517C02855000,0,0,59.1,59.4,0,0.1229,0.5948,0.0034,1213,2855.000,SPXW190517P02855000,0,0,33.6,33.9,0,0.1228,-0.4026,0.0034,130
05/17/2019,SPX190517C02860000,57.85,-5.6,55.1,55.6,1,0.1204,0.5795,0.0035,942,2860.000,SPX190517P02860000,35,6.35,34.6,35,16,0.1203,-0.418,0.0035,881
05/17/2019,SPXW190517C02860000,56.9,-7.1,55.6,56,34,0.1212,0.5786,0.0035,2456,2860.000,SPXW190517P02860000,33,3.9,35.2,35.5,2,0.1213,-0.4189,0.0034,200
05/17/2019,SPX190517C02865000,52.65,-7.15,51.7,52.3,165,0.1188,0.5625,0.0036,626,2865.000,SPX190517P02865000,0,0,36.2,36.7,0,0.1188,-0.435,0.0036,233
05/17/2019,SPXW190517C02865000,54.1,-6.3,52.3,52.6,10,0.1196,0.5618,0.0035,173,2865.000,SPXW190517P02865000,0,0,36.8,37.1,0,0.1197,-0.4357,0.0035,349
05/17/2019,SPX190517C02870000,51.1,-5.3,48.4,49,1,0.1171,0.545,0.0036,4102,2870.000,SPX190517P02870000,38.17,6.67,37.9,38.4,20,0.1172,-0.4525,0.0036,1939
05/17/2019,SPXW190517C02870000,0,0,49,49.4,0,0.1181,0.5444,0.0036,738,2870.000,SPXW190517P02870000,0,0,38.5,38.8,0,0.118,-0.453,0.0036,86
05/17/2019,SPX190517C02875000,47.5,-5.45,45.3,45.8,28,0.1157,0.5269,0.0037,33687,2875.000,SPX190517P02875000,40.1,7.1,39.7,40.2,107,0.1156,-0.4706,0.0037,11970
05/17/2019,SPXW190517C02875000,47.7,-5.7,45.8,46.2,12,0.1165,0.5266,0.0037,650,2875.000,SPXW190517P02875000,38.8,5.35,40.3,40.6,2,0.1165,-0.4709,0.0037,175
05/17/2019,SPX190517C02880000,42.6,-6.95,42.2,42.7,123,0.1141,0.5083,0.0038,1423,2880.000,SPX190517P02880000,40.13,5.53,41.6,42.1,118,0.1141,-0.4892,0.0038,589
05/17/2019,SPXW190517C02880000,43.17,-6.88,42.7,43.1,484,0.1149,0.5082,0.0037,1277,2880.000,SPXW190517P02880000,40.8,5.65,42.2,42.5,1,0.1149,-0.4893,0.0037,87
05/17/2019,SPX190517C02885000,39.5,-6.85,39.2,39.7,126,0.1125,0.4892,0.0038,2841,2885.000,SPX190517P02885000,43.5,7.1,43.6,44.1,130,0.1125,-0.5083,0.0038,712
05/17/2019,SPXW190517C02885000,41.52,-5.28,39.8,40.1,637,0.1135,0.4893,0.0038,752,2885.000,SPXW190517P02885000,0,0,44.2,44.5,0,0.1134,-0.5082,0.0038,128
05/17/2019,SPX190517C02890000,36.54,-6.61,36.4,36.8,2,0.1111,0.4697,0.0038,2799,2890.000,SPX190517P02890000,46.3,8.1,45.7,46.3,15,0.1111,-0.5278,0.0038,2526
05/17/2019,SPXW190517C02890000,38.4,-5.25,36.9,37.2,557,0.1119,0.47,0.0038,1562,2890.000,SPXW190517P02890000,44.3,5.65,46.3,46.7,1,0.112,-0.5274,0.0038,55
05/17/2019,SPX190517C02895000,33.81,-6.24,33.6,34.1,1,0.1097,0.4498,0.0039,639,2895.000,SPX190517P02895000,0,0,48,48.5,0,0.1098,-0.5476,0.0039,87
05/17/2019,SPXW190517C02895000,35.74,-4.86,34.1,34.5,142,0.1105,0.4503,0.0038,1020,2895.000,SPXW190517P02895000,0,0,48.5,48.9,0,0.1105,-0.5472,0.0038,48
05/17/2019,SPX190517C02900000,31.6,-5.6,31,31.4,1649,0.1082,0.4295,0.0039,37540,2900.000,SPX190517P02900000,50.9,8.7,50.3,50.8,509,0.1082,-0.568,0.0039,4083
05/17/2019,SPXW190517C02900000,31.6,-6.05,31.5,31.8,601,0.1091,0.4303,0.0039,948,2900.000,SPXW190517P02900000,49.8,7.15,50.9,51.2,20,0.1091,-0.5672,0.0039,127
05/17/2019,SPX190517C02905000,0,0,28.5,28.9,0,0.1069,0.409,0.0039,10028,2905.000,SPX190517P02905000,0,0,52.8,53.3,0,0.107,-0.5884,0.0039,625
05/17/2019,SPXW190517C02905000,29.85,-5,29,29.3,165,0.1078,0.41,0.0039,189,2905.000,SPXW190517P02905000,0,0,53.3,53.7,0,0.1077,-0.5875,0.0039,76
05/17/2019,SPX190517C02910000,27,-4.7,26.1,26.5,5,0.1056,0.3883,0.0039,1061,2910.000,SPX190517P02910000,0,0,55.1,56.4,0,0.106,-0.6088,0.0039,45
05/17/2019,SPXW190517C02910000,27.5,-4.65,26.6,26.9,114,0.1065,0.3896,0.0039,1292,2910.000,SPXW190517P02910000,0,0,55.9,56.3,0,0.1065,-0.6079,0.0039,154
05/17/2019,SPX190517C02915000,0,0,23.8,24.2,0,0.1043,0.3674,0.0039,449,2915.000,SPX190517P02915000,0,0,57.7,59,0,0.1044,-0.6299,0.0039,13
05/17/2019,SPXW190517C02915000,25.54,-4.01,24.3,24.6,1,0.1052,0.369,0.0038,170,2915.000,SPXW190517P02915000,0,0,58.6,59,0,0.1052,-0.6285,0.0038,93
05/17/2019,SPX190517C02920000,22.8,-3.9,21.6,22,6,0.1029,0.3463,0.0039,630,2920.000,SPX190517P02920000,0,0,60.5,61.9,0,0.1032,-0.6507,0.0038,95
05/17/2019,SPXW190517C02920000,23.36,-3.69,22.1,22.4,2,0.1039,0.3482,0.0038,217,2920.000,SPXW190517P02920000,61.88,9.83,61.4,61.8,4,0.1039,-0.6493,0.0038,79
05/17/2019,SPX190517C02925000,19.7,-4.6,19.6,20,1654,0.1018,0.3256,0.0038,22740,2925.000,SPX190517P02925000,0,0,63.5,65,0,0.1023,-0.671,0.0038,29
05/17/2019,SPXW190517C02925000,20,-4.75,20.1,20.3,2,0.1026,0.3275,0.0038,149,2925.000,SPXW190517P02925000,0,0,64.3,64.7,0,0.1025,-0.6701,0.0038,46
05/17/2019,SPX190517C02930000,17.8,-4.35,17.7,18.1,155,0.1006,0.305,0.0037,8410,2930.000,SPX190517P02930000,0,0,66.6,68.1,0,0.1011,-0.6915,0.0037,31
05/17/2019,SPXW190517C02930000,18.7,-3.85,18.2,18.4,11,0.1015,0.3071,0.0037,325,2930.000,SPXW190517P02930000,0,0,67.4,67.8,0,0.1014,-0.6904,0.0037,87
05/17/2019,SPX190517C02935000,16.1,-3.95,16,16.3,3,0.0996,0.2847,0.0037,302,2935.000,SPX190517P02935000,0,0,69.7,71.3,0,0.0999,-0.7122,0.0037,7
05/17/2019,SPXW190517C02935000,0,0,16.4,16.6,0,0.1003,0.2869,0.0036,187,2935.000,SPXW190517P02935000,0,0,70.6,71,0,0.1003,-0.7106,0.0036,34
05/17/2019,SPX190517C02940000,14.16,-3.99,14.3,14.6,37,0.0983,0.2644,0.0036,6629,2940.000,SPX190517P02940000,0,0,73,74.7,0,0.0988,-0.732,0.0036,101
05/17/2019,SPXW190517C02940000,0,0,14.7,15,0,0.0993,0.2671,0.0035,192,2940.000,SPXW190517P02940000,0,0,73.9,74.3,0,0.0992,-0.7307,0.0036,20
05/17/2019,SPX190517C02945000,13.05,-3.3,12.8,13.1,5,0.0974,0.245,0.0035,467,2945.000,SPX190517P02945000,0,0,76.4,78.2,0,0.0978,-0.7516,0.0035,5
05/17/2019,SPXW190517C02945000,0,0,13.2,13.5,0,0.0985,0.2481,0.0034,289,2945.000,SPXW190517P02945000,0,0,77.4,77.8,0,0.0983,-0.7496,0.0034,30
05/17/2019,SPX190517C02950000,11.5,-3.15,11.4,11.7,475,0.0965,0.2261,0.0034,22100,2950.000,SPX190517P02950000,0,0,80.1,81.8,0,0.0971,-0.7699,0.0033,54
05/17/2019,SPXW190517C02950000,11.93,-3.07,11.8,12.1,50,0.0976,0.2295,0.0033,1387,2950.000,SPXW190517P02950000,0,0,80.5,82.1,0,0.0978,-0.7673,0.0033,55
05/17/2019,SPX190517C02955000,10.45,-2.7,10.1,10.4,11,0.0955,0.2077,0.0032,929,2955.000,SPX190517P02955000,0,0,83.6,85.5,0,0.0958,-0.789,0.0032,0
05/17/2019,SPXW190517C02955000,10.6,-2.9,10.5,10.8,86,0.0967,0.2114,0.0032,499,2955.000,SPXW190517P02955000,0,0,84.1,85.8,0,0.0968,-0.7857,0.0032,26
05/17/2019,SPX190517C02960000,9.9,-1.8,9,9.3,14,0.095,0.1909,0.0031,1414,2960.000,SPX190517P02960000,0,0,87.5,89.4,0,0.0953,-0.8056,0.0031,0
05/17/2019,SPXW190517C02960000,9.4,-2.6,9.3,9.6,3,0.0958,0.1939,0.0031,851,2960.000,SPXW190517P02960000,0,0,87.9,89.6,0,0.096,-0.8031,0.0031,1
05/17/2019,SPX190517C02965000,8.69,-1.71,8,8.2,2,0.0942,0.1744,0.0029,572,2965.000,SPX190517P02965000,0,0,91.3,93.3,0,0.0943,-0.823,0.0029,0
05/17/2019,SPXW190517C02965000,0,0,8.2,8.5,0,0.0949,0.177,0.0029,198,2965.000,SPXW190517P02965000,0,0,91.8,93.6,0,0.0954,-0.8192,0.0029,0
05/17/2019,SPX190517C02970000,7.67,-1.53,7,7.3,2,0.0936,0.1587,0.0028,23919,2970.000,SPX190517P02970000,0,0,95.4,97.4,0,0.0939,-0.8379,0.0028,50
05/17/2019,SPXW190517C02970000,0,0,7.3,7.5,0,0.0943,0.1616,0.0028,163,2970.000,SPXW190517P02970000,0,0,95.7,97.5,0,0.0942,-0.8361,0.0028,2
05/17/2019,SPX190517C02975000,6.5,-1.6,6.2,6.4,111,0.093,0.144,0.0026,10129,2975.000,SPX190517P02975000,102.6,14.7,99.7,101.7,1,0.0941,-0.8505,0.0026,67
05/17/2019,SPXW190517C02975000,0,0,6.4,6.6,0,0.0936,0.1465,0.0026,379,2975.000,SPXW190517P02975000,0,0,99.8,101.7,0,0.0938,-0.8505,0.0026,0
05/17/2019,SPX190517C02980000,5.6,-1.6,5.4,5.6,35,0.0922,0.1298,0.0025,1020,2980.000,SPX190517P02980000,0,0,103.7,105.8,0,0.0928,-0.8663,0.0025,1
05/17/2019,SPXW190517C02980000,6,-1.5,5.6,5.9,2386,0.0932,0.1331,0.0025,2423,2980.000,SPXW190517P02980000,0,0,104,105.9,0,0.0932,-0.8643,0.0025,0
05/17/2019,SPX190517C02985000,0,0,4.8,4.9,0,0.0919,0.1174,0.0023,427,2985.000,SPX190517P02985000,0,0,108.2,110.1,0,0.0928,-0.8777,0.0023,0
05/17/2019,SPXW190517C02985000,5.3,-1.3,4.9,5.2,24,0.0927,0.1202,0.0023,235,2985.000,SPXW190517P02985000,0,0,108.4,110.3,0,0.0933,-0.8757,0.0023,0
05/17/2019,SPX190517C02990000,0,0,4.1,4.4,0,0.0915,0.1057,0.0021,1641,2990.000,SPX190517P02990000,0,0,112.5,114.5,0,0.0923,-0.8899,0.0022,819
05/17/2019,SPXW190517C02990000,4.55,-1.25,4.4,4.6,50,0.0927,0.1093,0.0022,408,2990.000,SPXW190517P02990000,0,0,112.8,114.7,0,0.0931,-0.887,0.0022,1
05/17/2019,SPX190517C02995000,4.3,-0.6,3.6,3.8,3,0.0911,0.0945,0.002,340,2995.000,SPX190517P02995000,0,0,117,119.1,0,0.0926,-0.8992,0.002,0
05/17/2019,SPXW190517C02995000,0,0,3.8,4,0,0.092,0.0976,0.002,145,2995.000,SPXW190517P02995000,0,0,117.1,119.1,0,0.0923,-0.8992,0.002,0
05/17/2019,SPX190517C03000000,3.3,-1.05,3.2,3.4,441,0.0912,0.0858,0.0018,27906,3000.000,SPX190517P03000000,0,0,121.5,123.5,0,0.0919,-0.9101,0.0019,3348
05/17/2019,SPXW190517C03000000,3.6,-0.9,3.3,3.5,52,0.0916,0.0874,0.0019,711,3000.000,SPXW190517P03000000,0,0,121.7,123.5,0,0.092,-0.9092,0.0019,98
05/17/2019,SPX190517C03005000,0,0,2.8,2.95,0,0.0909,0.0766,0.0017,4627,3005.000,SPX190517P03005000,0,0,126,128.1,0,0.0916,-0.9194,0.0017,0
